1377299115, 0.00
1377299127, 0.00
1377299130, 0.00
1377299133, 0.00
1377299143, 0.00
1377299153, 0.00
1377299163, 0.00
1377299173, 0.00
1377299183, 0.00
1377299193, 0.00
1377299203, 0.00
1377299213, 0.00
1377299223, 0.00
1377299233, 0.00
1377299243, 0.00
1377299253, 0.00
1377299263, 0.00
1377299273, 0.00
1377299283, 0.00
1377299293, 0.00
1377299303, 0.00
1377299313, 0.00
1377299323, 0.00
1377299333, 0.00
1377299343, 0.00
1377299353, 0.00
1377299363, 0.00
1377299373, 0.00
1377299383, 0.00
1377299393, 0.00
1377299403, 0.00
1377299413, 0.00
1377299423, 0.00
1377299433, 0.00
1377299443, 0.00
1377299453, 0.00
1377299463, 0.00
1377299473, 0.00
1377299483, 0.00
1377299493, 0.00
1377299503, 0.00
1377299513, 0.00
1377299523, 0.00
1377299533, 0.00
1377299543, 0.00
1377299553, 0.00
1377299563, 0.00
1377299573, 0.00
1377299583, 0.00
1377299593, 0.00
1377299603, 0.00
1377299613, 0.00
1377299623, 0.00
1377299633, 0.00
1377299643, 0.00
1377299653, 0.00
1377299663, 0.00
1377299673, 0.00
1377299683, 0.00
1377299693, 0.00
1377299703, 0.00
1377299713, 0.00
1377299723, 0.00
1377299733, 0.00
1377299743, 0.00
1377299753, 0.00
1377299763, 0.00
1377299773, 0.00
1377299783, 0.00
1377299793, 0.00
1377299803, 0.00
1377299813, 0.00
1377299823, 0.00
1377299833, 0.00
1377299843, 0.00
1377299853, 0.00
1377299863, 0.00
1377299873, 0.00
1377299883, 0.00
1377299893, 0.00
1377299903, 0.00
1377299913, 0.00
1377299923, 0.00
1377299933, 0.00
1377299943, 0.00
1377299953, 0.00
1377299963, 0.00
1377299973, 0.00
1377299983, 0.00
1377299993, 0.00
1377300003, 0.00
1377300013, 0.00
1377300023, 0.00
1377300033, 0.00
1377300043, 0.00
1377300053, 0.00
1377300063, 0.00
1377300073, 0.00
1377300083, 0.00
1377300093, 0.00
1377300103, 0.00
1377300113, 0.00
1377300123, 0.00
1377300133, 0.00
1377300143, 0.00
1377300153, 0.00
1377300163, 0.00
1377300173, 0.00
1377300183, 0.00
1377300193, 0.00
1377300203, 0.00
1377300213, 0.00
1377300223, 0.00
1377300233, 0.00
1377300243, 0.00
1377300253, 0.00
1377300263, 0.00
1377300273, 0.00
1377300283, 0.00
1377300293, 0.00
1377300303, 0.00
1377300313, 0.00
1377300323, 0.00
1377300333, 0.00
1377300343, 0.00
1377300353, 0.00
1377300363, 0.00
1377300373, 0.00
1377300383, 0.00
1377300393, 0.00
1377300403, 0.00
1377300413, 0.00
1377300423, 0.00
1377300433, 0.00
1377300443, 0.00
1377300453, 0.00
1377300463, 0.00
1377300473, 0.00
1377300483, 0.00
1377300493, 0.00
1377300503, 0.00
1377300513, 0.00
1377300523, 0.00
1377300533, 0.00
1377300543, 0.00
1377300553, 0.00
1377300563, 0.00
1377300573, 0.00
1377300583, 0.00
1377300593, 0.00
1377300603, 0.00
1377300613, 0.00
1377300623, 0.00
1377300633, 0.00
1377300643, 0.00
1377300653, 0.00
1377300663, 0.00
1377300673, 0.00
1377300683, 0.00
1377300693, 0.00
1377300703, 0.00
1377300713, 0.00
1377300723, 0.00
1377300733, 0.00
1377300743, 0.00
1377300753, 0.00
1377300763, 0.00
1377300773, 0.00
1377300783, 0.00
1377300793, 0.00
1377300803, 0.00
1377300813, 0.00
1377300823, 0.00
1377300833, 0.00
1377300843, 0.00
1377300853, 0.00
1377300863, 0.00
1377300873, 0.00
1377300883, 0.00
1377300892, 0.00
1377300903, 0.00
1377300913, 0.00
1377300923, 0.00
1377300933, 0.00
1377300943, 0.00
1377300953, 0.00
1377300962, 0.00
1377300973, 0.00
1377300983, 0.00
1377300993, 0.00
1377301003, 0.00
1377301013, 0.00
1377301022, 0.00
1377301033, 0.00
1377301042, 0.00
1377301053, 0.00
1377301063, 0.00
1377301073, 0.00
1377301082, 0.00
1377301093, 0.00
1377301103, 0.00
1377301113, 0.00
1377301123, 0.00
1377301132, 0.00
1377301142, 0.00
1377301152, 0.00
1377301163, 0.00
1377301173, 0.00
1377301183, 0.00
1377301192, 0.00
1377301203, 0.00
1377301213, 0.00
1377301222, 0.00
1377301232, 0.00
1377301243, 0.00
1377301253, 0.00
1377301262, 0.00
1377301272, 0.00
1377301282, 0.00
1377301293, 0.00
1377301303, 0.00
1377301312, 0.00
1377301322, 0.00
1377301332, 0.00
1377301343, 0.00
1377301352, 0.00
1377301363, 0.00
1377301373, 0.00
1377301383, 0.00
1377301393, 0.00
1377301403, 0.00
1377301413, 0.00
1377301422, 0.00
1377301433, 0.00
1377301442, 0.00
1377301452, 0.00
1377301463, 0.00
1377301472, 0.00
1377301483, 0.00
1377301493, 0.00
1377301502, 0.00
1377301513, 0.00
1377301522, 0.00
1377301533, 0.00
1377301542, 0.00
1377301553, 0.00
1377301562, 0.00
1377301573, 0.00
1377301582, 0.00
1377301592, 0.00
1377301602, 0.00
1377301612, 0.00
1377301622, 0.00
1377301632, 0.00
1377301642, 0.00
1377301653, 0.00
1377301662, 0.00
1377301672, 0.00
1377301682, 0.00
1377301692, 0.00
1377301702, 0.00
1377301712, 0.00
1377301723, 0.00
1377301732, 0.00
1377301742, 0.00
1377301752, 0.00
1377301762, 0.00
1377301772, 0.00
1377301783, 0.00
1377301792, 0.00
1377301802, 0.00
1377301812, 0.00
1377301823, 0.00
1377301832, 0.00
1377301843, 0.00
1377301853, 0.00
1377301862, 0.00
1377301872, 0.00
1377301882, 0.00
1377301892, 0.00
1377301902, 0.00
1377301912, 0.00
1377301922, 0.00
1377301932, 0.00
1377301943, 0.00
1377301952, 0.00
1377301963, 0.00
1377301972, 0.00
1377301982, 0.00
1377301992, 0.00
1377302003, 0.00
1377302012, 0.00
1377302022, 0.00
1377302033, 0.00
1377302043, 0.00
1377302052, 0.00
1377302062, 0.00
1377302072, 0.00
1377302082, 0.00
1377302092, 0.00
1377302102, 0.00
1377302113, 0.00
1377302122, 0.00
1377302132, 0.00
1377302142, 0.00
1377302152, 0.00
1377302162, 0.00
1377302172, 0.00
1377302182, 0.00
1377302192, 0.00
1377302202, 0.00
1377302212, 0.00
1377302222, 0.00
1377302232, 0.00
1377302243, 0.00
1377302252, 0.00
1377302262, 0.00
1377302272, 0.00
1377302282, 0.00
1377302292, 0.00
1377302302, 0.00
1377302312, 0.00
1377302322, 0.00
1377302332, 0.00
1377302342, 0.00
1377302352, 0.00
1377302362, 0.00
1377302372, 0.00
1377302382, 0.00
1377302392, 0.00
1377302402, 0.00
1377302412, 0.00
1377302422, 0.00
1377302432, 0.00
1377302442, 0.00
1377302452, 0.00
1377302462, 0.00
1377302472, 0.00
1377302482, 0.00
1377302492, 0.00
1377302502, 0.00
1377302512, 0.00
1377302522, 0.00
1377302532, 0.00
1377302542, 0.00
1377302552, 0.00
1377302562, 0.00
1377302572, 0.00
1377302583, 0.00
1377302592, 0.00
1377302602, 0.00
1377302612, 0.00
1377302622, 0.00
1377302633, 0.00
1377302642, 0.00
1377302652, 0.00
1377302662, 0.00
1377302672, 0.00
1377302682, 0.00
1377302692, 0.00
1377302702, 0.00
1377302712, 0.00
1377302722, 0.00
1377302732, 0.00
1377302742, 0.00
1377302752, 0.00
1377302762, 0.00
1377302772, 0.00
1377302782, 0.00
1377302792, 0.00
1377302802, 0.00
1377302812, 0.00
1377302822, 0.00
1377302832, 0.00
1377302842, 0.00
1377302852, 0.00
1377302862, 0.00
1377302872, 0.00
1377302882, 0.00
1377302892, 0.00
1377302902, 0.00
1377302912, 0.00
1377302922, 0.00
1377302932, 0.00
1377302942, 0.00
1377302952, 0.00
1377302962, 0.00
1377302972, 0.00
1377302982, 0.00
1377302992, 0.00
1377303002, 0.00
1377303012, 0.00
1377303022, 0.00
1377303032, 0.00
1377303042, 0.00
1377303052, 0.00
1377303062, 0.00
1377303072, 0.00
1377303082, 0.00
1377303092, 0.00
1377303102, 0.00
1377303112, 0.00
1377303122, 0.00
1377303132, 0.00
1377303142, 0.00
1377303152, 0.00
1377303162, 0.00
1377303172, 0.00
1377303182, 0.00
1377303192, 0.00
1377303202, 0.00
1377303212, 0.00
1377303222, 0.00
1377303232, 0.00
1377303242, 0.00
1377303252, 0.00
1377303262, 0.00
1377303272, 0.00
1377303282, 0.00
1377303292, 0.00
1377303302, 0.00
