1377299111, 195.00
1377299122, 197.00
1377299127, 194.00
1377299130, 195.00
1377299131, 193.00
1377299136, 195.00
1377299141, 194.00
1377299146, 194.00
1377299151, 195.00
1377299156, 195.00
1377299161, 195.00
1377299166, 195.00
1377299171, 194.00
1377299176, 196.00
1377299181, 196.00
1377299186, 194.00
1377299191, 196.00
1377299196, 195.00
1377299201, 194.00
1377299206, 196.00
1377299211, 195.00
1377299216, 196.00
1377299221, 196.00
1377299226, 197.00
1377299231, 195.00
1377299236, 195.00
1377299241, 198.00
1377299246, 197.00
1377299251, 197.00
1377299256, 198.00
1377299261, 197.00
1377299266, 196.00
1377299271, 196.00
1377299276, 197.00
1377299281, 197.00
1377299286, 197.00
1377299291, 198.00
1377299296, 198.00
1377299301, 198.00
1377299306, 197.00
1377299311, 198.00
1377299316, 198.00
1377299321, 197.00
1377299326, 197.00
1377299331, 199.00
1377299336, 200.00
1377299341, 198.00
1377299346, 197.00
1377299351, 198.00
1377299356, 198.00
1377299361, 198.00
1377299366, 198.00
1377299371, 199.00
1377299376, 199.00
1377299381, 199.00
1377299386, 198.00
1377299391, 199.00
1377299396, 198.00
1377299401, 199.00
1377299406, 199.00
1377299411, 199.00
1377299416, 198.00
1377299421, 198.00
1377299426, 197.00
1377299431, 196.00
1377299436, 197.00
1377299441, 197.00
1377299446, 197.00
1377299451, 196.00
1377299456, 196.00
1377299461, 197.00
1377299466, 197.00
1377299471, 198.00
1377299476, 196.00
1377299481, 198.00
1377299486, 197.00
1377299491, 198.00
1377299496, 198.00
1377299501, 199.00
1377299506, 198.00
1377299511, 198.00
1377299516, 199.00
1377299521, 198.00
1377299526, 199.00
1377299531, 198.00
1377299536, 200.00
1377299541, 200.00
1377299546, 202.00
1377299551, 202.00
1377299556, 202.00
1377299561, 201.00
1377299566, 202.00
1377299571, 202.00
1377299576, 201.00
1377299581, 203.00
1377299586, 202.00
1377299591, 201.00
1377299596, 203.00
1377299601, 203.00
1377299606, 203.00
1377299611, 202.00
1377299616, 201.00
1377299621, 201.00
1377299626, 202.00
1377299631, 202.00
1377299636, 203.00
1377299641, 202.00
