"[0, 1]",0.13416666666666666,1.0
"[1, 2]",0.14833333333333334,1.0
"[2, 3]",0.11416666666666667,1.0
"[3, 4]",0.09083333333333335,0.5
"[4, 5]",0.0475,1.0
"[5, 6]",0.052500000000000005,0.5
"[6, 7]",0.08416666666666667,0.3333333333333333
"[7, 8]",0.10833333333333334,1.0
"[8, 9]",0.10333333333333333,1.0
"[9, 10]",0.10416666666666669,0.5
"[10, 11]",0.13583333333333333,1.0
"[11, 12]",0.14583333333333331,1.0
"[12, 13]",0.12916666666666668,1.0
"[13, 14]",0.14916666666666667,1.0
"[14, 15]",0.12083333333333333,1.0
"[15, 16]",0.0675,1.0
"[16, 17]",0.10250000000000001,1.0
"[17, 18]",0.09,1.0
"[18, 19]",0.06000000000000001,1.0
"[19, 20]",0.12333333333333334,0.5
"[20, 21]",0.16000000000000003,1.0
"[21, 22]",0.14166666666666666,1.0
"[22, 23]",0.1125,1.0
"[23, 24]",0.09166666666666667,0.5
"[24, 25]",0.08166666666666667,0.5
"[25, 26]",0.1175,1.0
"[26, 27]",0.11583333333333333,1.0
"[27, 28]",0.07166666666666667,0.5
"[28, 29]",0.08499999999999999,1.0
"[29, 30]",0.1175,1.0
"[30, 31]",0.1325,1.0
"[31, 32]",0.08583333333333334,1.0
"[32, 33]",0.10000000000000002,1.0
"[33, 34]",0.11583333333333334,1.0
"[34, 35]",0.09083333333333335,1.0
"[35, 36]",0.07916666666666668,1.0
"[36, 37]",0.05750000000000001,1.0
"[37, 38]",0.06916666666666665,0.5
"[38, 39]",0.06916666666666667,0.3333333333333333
"[39, 40]",0.09166666666666667,1.0
"[40, 41]",0.08333333333333334,0.5
"[41, 42]",0.10083333333333334,1.0
"[42, 43]",0.14333333333333337,1.0
"[43, 44]",0.09250000000000001,1.0
"[44, 45]",0.08166666666666667,0.3333333333333333
"[45, 46]",0.08000000000000002,0.5
"[46, 47]",0.07333333333333333,1.0
"[47, 48]",0.1275,1.0
"[48, 49]",0.10916666666666666,1.0
"[49, 50]",0.09166666666666667,1.0
